age,gender,physical_activity_level,diet_type,bmi,caffeine_intake_mg,water_intake_liters,screen_time_hours,daily_steps,calories_burned,resting_heart_rate,deep_sleep_hours,sleep_quality_score,daily_stress_level,sleep_deviation
57,Female,Low,Average,25.5,0.0,1.5,5.7,6830,1552,64.0,1.3,4.4,Low,0.9000000000000004
61,Female,High,Healthy,20.5,153.0,2.3,4.2,18337,1940,50.0,2.2,5.6,Low,0.1999999999999993
36,Female,Medium,Healthy,20.0,160.0,2.8,8.0,7219,1742,62.0,1.3,4.3,Low,0.7999999999999998
29,Female,Medium,Average,24.7,151.0,2.0,7.7,8694,1554,65.0,0.9,3.4,Medium,2.2
25,Male,Medium,Average,25.3,141.0,1.8,2.0,9169,1842,70.0,2.3,5.8,Low,0.09999999999999964
25,Male,Medium,Average,25.0,453.0,3.1,4.0,12473,2116,60.0,1.6,3.9,Low,1.2000000000000002
62,Female,High,Average,27.7,0.0,4.6,5.3,15260,1949,50.0,2.4,5.2,Low,0.9000000000000004
29,Male,Medium,Average,24.1,73.0,2.9,8.3,8929,1327,64.0,1.5,3.2,Medium,1.2000000000000002
50,Male,Low,Unhealthy,24.4,203.0,3.2,6.2,2117,1574,73.0,0.9,3.7,Medium,1.7999999999999998
62,Male,Low,Average,32.3,306.0,3.9,11.8,6031,1799,83.0,1.0,2.8,High,1.7000000000000002
56,Male,High,Average,34.4,361.0,1.3,7.3,15341,2161,69.0,2.2,4.2,Low,0.0
45,Female,Medium,Healthy,26.4,272.0,2.9,6.8,10147,1676,69.0,1.4,3.4,Low,2.5
25,Male,Low,Average,21.4,0.0,2.5,7.1,5082,1245,65.0,1.2,3.5,Low,1.0999999999999996
42,Male,High,Average,19.2,372.0,2.2,6.5,15907,1424,50.0,1.1,4.1,Medium,1.2000000000000002
44,Male,Low,Unhealthy,21.0,362.0,3.1,7.4,4208,1151,68.0,2.5,5.1,Medium,0.1999999999999993
63,Male,High,Unhealthy,21.5,295.0,2.2,10.3,14627,1266,55.0,2.5,5.0,Medium,0.2999999999999998
40,Female,Low,Healthy,26.6,76.0,3.6,8.0,5374,1683,71.0,2.5,5.2,Low,0.09999999999999964
47,Female,High,Average,22.9,151.0,2.5,7.1,11184,1599,62.0,1.4,3.6,Medium,0.2999999999999998
62,Female,High,Average,25.7,140.0,2.3,9.9,10848,1948,60.0,2.2,3.3,Medium,0.7000000000000002
64,Male,Low,Unhealthy,30.1,46.0,3.0,5.7,4122,1651,75.0,2.2,4.8,Low,1.5999999999999996
40,Female,Medium,Healthy,24.6,238.0,2.8,2.0,8298,1202,70.0,2.4,6.6,Low,0.6999999999999993
66,Female,Low,Average,33.3,523.0,3.0,8.1,5086,1932,87.0,1.2,3.3,Medium,2.5999999999999996
64,Female,Low,Unhealthy,20.3,125.0,2.4,8.1,3666,1029,66.0,1.2,3.4,Low,0.7999999999999998
37,Female,Medium,Unhealthy,24.4,394.0,3.6,5.4,6444,1691,72.0,1.3,4.6,Medium,1.5999999999999996
35,Female,Medium,Average,22.8,67.0,3.3,6.3,9203,1465,61.0,1.8,4.6,Low,1.0999999999999996
35,Female,Medium,Healthy,28.7,0.0,2.5,10.1,10693,2265,64.0,1.4,3.5,Low,2.2
19,Female,Medium,Average,17.5,348.0,3.2,8.1,8730,1045,55.0,1.7,4.2,Medium,1.2999999999999998
21,Male,Low,Unhealthy,19.2,167.0,2.3,10.7,1819,1082,70.0,1.5,2.5,High,2.9000000000000004
47,Female,Low,Average,24.6,390.0,3.0,7.7,4413,1526,80.0,1.1,2.6,Medium,3.5
50,Male,Medium,Unhealthy,31.2,420.0,3.2,6.6,4137,1659,80.0,1.1,3.3,Low,2.0
53,Male,Medium,Average,25.9,158.0,2.7,8.8,7917,1345,68.0,1.2,4.7,Low,0.9000000000000004
35,Other,Medium,Average,19.6,401.0,1.8,7.9,3980,1099,72.0,1.3,3.3,Medium,2.5
54,Female,Medium,Average,20.2,68.0,1.5,8.1,7139,931,55.0,1.8,3.7,Low,2.5999999999999996
36,Male,High,Average,31.7,66.0,2.7,6.4,15533,2066,58.0,2.6,5.8,Low,1.1999999999999993
64,Male,Medium,Average,22.5,360.0,1.9,5.6,7429,1386,66.0,1.7,4.4,Low,0.40000000000000036
45,Male,Low,Average,21.2,0.0,3.3,5.7,5723,1489,62.0,2.0,4.5,Low,0.09999999999999964
37,Female,Medium,Healthy,29.0,387.0,3.6,8.6,5752,1599,76.0,1.2,2.7,Medium,1.2000000000000002
66,Female,Medium,Average,30.1,397.0,2.5,2.0,9801,1803,75.0,2.3,5.2,Low,0.40000000000000036
50,Female,Medium,Average,21.2,135.0,1.8,5.2,9378,1324,61.0,1.8,4.9,Low,0.40000000000000036
29,Male,Medium,Average,18.9,351.0,2.1,3.0,10547,1550,58.0,1.2,4.7,Low,0.40000000000000036
68,Female,Low,Unhealthy,25.5,31.0,2.3,5.8,5064,1180,65.0,2.4,5.3,Low,0.20000000000000018
32,Male,Medium,Average,26.3,99.0,2.9,5.5,8939,1503,64.0,2.3,5.1,Low,1.0999999999999996
58,Female,Low,Average,26.5,234.0,1.5,7.4,2510,1127,78.0,1.5,3.3,Low,1.2000000000000002
56,Female,Medium,Average,30.9,256.0,1.7,7.5,9626,2047,77.0,1.8,4.3,Medium,0.7000000000000002
19,Female,Medium,Average,18.1,42.0,2.2,12.3,7707,1516,57.0,2.1,3.4,Medium,1.0999999999999996
46,Male,Medium,Healthy,28.4,479.0,2.5,7.9,9612,1919,80.0,1.1,3.3,Medium,1.0
58,Male,Medium,Unhealthy,20.6,0.0,3.1,8.6,12460,1657,53.0,2.1,3.6,Low,1.5999999999999996
27,Male,Low,Healthy,28.4,208.0,2.7,3.4,5810,1547,78.0,2.6,5.7,Low,0.5
19,Female,High,Average,23.1,229.0,2.2,6.2,14855,1846,53.0,1.7,3.5,Medium,1.2000000000000002
68,Male,Medium,Average,21.7,0.0,2.7,4.3,8146,1260,61.0,2.0,4.6,Low,0.40000000000000036
28,Male,Medium,Healthy,22.6,398.0,2.6,8.5,7164,1301,69.0,1.5,3.1,Medium,2.2
30,Male,Low,Healthy,19.2,88.0,2.3,7.1,1000,992,75.0,2.1,4.6,Low,1.2000000000000002
27,Female,Low,Healthy,25.2,214.0,2.6,6.1,4069,1431,72.0,2.0,4.5,Low,0.2999999999999998
31,Male,Medium,Average,21.9,249.0,0.8,9.4,6972,1732,71.0,2.0,3.6,Medium,1.0
35,Female,Medium,Unhealthy,28.1,0.0,3.2,6.3,8643,1924,70.0,1.8,3.9,Low,1.5
68,Female,Low,Unhealthy,27.6,39.0,2.9,10.3,3225,1532,72.0,1.6,4.1,Medium,1.5999999999999996
26,Female,Medium,Healthy,31.8,434.0,3.7,10.3,8442,2269,80.0,2.2,4.8,Low,1.2999999999999998
56,Male,Medium,Average,26.5,190.0,1.9,5.4,10492,2225,60.0,2.8,5.8,Low,0.5999999999999996
45,Male,Medium,Unhealthy,27.1,0.0,3.0,9.8,8313,1691,70.0,1.2,2.5,Medium,0.40000000000000036
20,Male,Medium,Healthy,30.6,154.0,1.0,7.3,5827,1839,69.0,1.5,4.2,Low,1.5999999999999996
37,Male,High,Unhealthy,22.5,195.0,1.1,6.0,11507,1337,53.0,2.0,4.1,Low,0.5999999999999996
23,Male,Low,Average,19.0,232.0,2.3,8.0,5036,1184,64.0,2.1,4.5,Medium,1.0
44,Female,Medium,Average,25.8,0.0,2.0,3.0,9506,1534,58.0,1.8,4.5,Low,0.09999999999999964
19,Male,Low,Average,19.3,195.0,3.3,5.7,2692,695,65.0,2.0,4.0,Medium,0.7999999999999998
46,Female,Medium,Healthy,34.8,75.0,3.4,8.0,7942,2255,75.0,1.5,3.6,Low,1.7000000000000002
55,Male,Medium,Average,30.8,233.0,3.5,6.3,9809,1953,74.0,1.1,3.9,Low,1.5
20,Female,Low,Average,33.7,275.0,3.0,9.7,6581,1774,84.0,2.3,2.7,Medium,1.4000000000000004
33,Female,Medium,Average,25.2,259.0,3.0,6.0,8352,1228,69.0,1.9,3.7,Low,1.5
47,Female,High,Average,27.2,410.0,1.5,7.3,13402,1774,67.0,1.6,4.8,Low,0.2999999999999998
19,Female,Medium,Average,28.5,29.0,3.5,3.2,8286,1734,70.0,1.8,5.0,Low,0.5999999999999996
58,Male,Medium,Average,17.5,311.0,2.9,7.8,8289,1292,57.0,1.4,4.6,Low,1.0999999999999996
29,Female,Medium,Healthy,21.8,180.0,2.1,2.2,8999,1578,60.0,2.3,5.5,Low,1.2000000000000002
52,Male,High,Average,19.2,0.0,4.0,2.0,9735,1088,54.0,2.5,6.7,Low,1.5999999999999996
60,Male,Low,Average,30.9,171.0,1.7,5.9,6391,1461,78.0,2.1,4.4,Medium,1.2000000000000002
18,Male,Low,Unhealthy,32.3,385.0,2.6,10.1,6005,2058,83.0,1.6,3.4,Medium,2.4000000000000004
32,Male,Medium,Healthy,30.2,233.0,2.5,2.4,7791,1949,76.0,2.6,5.5,Low,0.1999999999999993
43,Male,Low,Average,28.8,0.0,4.2,11.1,5769,1692,69.0,1.4,3.7,Medium,0.40000000000000036
54,Male,Medium,Healthy,18.7,330.0,3.9,9.9,13890,1472,54.0,1.2,2.8,Medium,2.2
38,Female,Medium,Healthy,23.4,236.0,1.2,5.5,4630,1562,66.0,1.9,5.0,Low,0.9000000000000004
66,Male,High,Average,22.7,114.0,2.9,11.7,12467,1801,57.0,2.2,4.3,Medium,0.9000000000000004
42,Male,High,Healthy,20.1,0.0,3.2,6.4,17122,1780,50.0,1.8,4.4,Low,0.0
40,Female,High,Healthy,24.6,351.0,2.7,2.5,15063,1745,60.0,2.4,6.1,Low,0.0
41,Female,Medium,Average,22.3,80.0,1.8,7.3,6975,1504,63.0,2.0,4.3,Low,0.7000000000000002
55,Female,Medium,Healthy,26.9,275.0,1.7,7.1,5167,1862,72.0,2.0,4.4,Low,2.0
45,Female,Medium,Average,24.1,55.0,2.2,12.6,10022,1810,62.0,2.1,3.5,Medium,1.4000000000000004
38,Male,Low,Average,22.9,529.0,2.4,4.6,3699,918,76.0,1.1,3.8,Medium,2.4000000000000004
60,Other,Medium,Healthy,24.1,433.0,2.7,4.8,5684,1522,72.0,1.2,3.1,Low,2.5999999999999996
35,Female,Medium,Healthy,33.1,511.0,2.0,5.7,6635,2027,86.0,1.3,4.6,Low,1.5999999999999996
53,Female,Medium,Healthy,23.3,528.0,3.9,13.6,7149,1677,73.0,1.5,2.1,Medium,2.0999999999999996
52,Female,Medium,Average,20.8,104.0,2.9,4.1,7400,1583,62.0,1.2,4.8,Low,0.5999999999999996
62,Male,Medium,Unhealthy,27.3,67.0,3.2,10.3,5910,1700,70.0,1.4,2.8,Medium,1.5
26,Female,Medium,Healthy,24.4,503.0,2.4,3.1,5935,1209,76.0,2.3,5.8,Low,1.0
55,Male,Medium,Average,19.3,178.0,1.7,8.1,12739,1451,52.0,2.5,4.4,Medium,0.1999999999999993
47,Female,Low,Average,33.9,324.0,3.2,7.2,4494,1716,83.0,1.5,4.8,Medium,1.2000000000000002
61,Male,Medium,Average,23.6,106.0,1.7,5.3,7177,1233,62.0,2.1,6.5,Low,1.0
51,Female,High,Unhealthy,23.5,109.0,0.9,8.8,15133,2059,50.0,2.1,4.7,Low,0.7999999999999998
49,Male,High,Unhealthy,25.6,324.0,3.0,5.0,14481,1766,58.0,2.5,5.4,Low,0.7000000000000002
20,Male,Low,Healthy,31.9,0.0,1.9,3.0,2640,2098,88.0,2.4,5.9,Low,0.09999999999999964
20,Female,Medium,Average,18.3,317.0,2.2,6.2,4169,1004,68.0,1.7,3.1,Medium,3.2
45,Female,High,Average,26.1,278.0,3.1,4.7,12407,1658,61.0,2.6,5.0,Low,0.40000000000000036
61,Female,Low,Unhealthy,33.3,120.0,1.8,7.6,3726,1934,84.0,1.2,3.6,Low,1.7999999999999998
32,Male,Low,Unhealthy,25.5,203.0,1.2,6.3,3835,1412,79.0,1.2,4.9,Medium,0.5
58,Male,Low,Healthy,20.1,227.0,3.5,10.9,1252,1110,70.0,1.9,3.6,Medium,2.0999999999999996
40,Female,Medium,Average,22.5,235.0,2.5,6.2,12960,1535,55.0,2.1,3.4,Medium,1.5999999999999996
57,Other,Medium,Average,25.8,303.0,3.5,7.7,12805,1694,57.0,1.6,4.3,Medium,1.2999999999999998
28,Female,Low,Average,30.3,77.0,3.0,4.1,4667,1603,75.0,1.1,3.9,Low,1.0999999999999996
65,Male,Medium,Average,23.6,604.0,3.0,5.9,8050,1293,75.0,1.0,3.6,Medium,2.3
49,Female,Low,Average,28.3,169.0,2.6,4.7,3152,1734,76.0,1.2,4.0,Low,0.9000000000000004
53,Male,Medium,Healthy,19.3,180.0,2.6,10.0,9157,1372,54.0,1.4,4.4,Low,0.2999999999999998
50,Female,Medium,Unhealthy,19.2,491.0,3.4,5.1,7765,1301,61.0,1.1,4.2,Medium,1.5999999999999996
41,Male,Medium,Unhealthy,23.1,0.0,3.2,5.4,10504,1708,57.0,1.6,5.4,Low,1.1999999999999993
56,Male,Low,Average,30.8,490.0,2.0,7.7,5371,1826,81.0,2.1,3.8,Low,0.7999999999999998
51,Female,Medium,Average,25.3,214.0,2.9,5.2,6298,1969,76.0,1.1,4.6,Medium,1.2000000000000002
45,Female,Medium,Average,26.2,120.0,2.0,10.5,6624,1660,69.0,2.2,4.0,Medium,1.0999999999999996
54,Male,Medium,Healthy,26.1,32.0,2.2,11.9,9939,1292,59.0,2.2,3.7,Low,1.0999999999999996
24,Male,Medium,Healthy,29.4,9.0,3.0,4.8,9389,1746,69.0,2.0,4.9,Low,0.5999999999999996
21,Male,Medium,Healthy,22.6,148.0,2.0,9.1,5773,1174,72.0,2.3,3.6,Low,1.0
54,Female,Low,Unhealthy,27.8,241.0,2.6,4.9,3314,1616,83.0,1.0,4.0,Low,1.7999999999999998
18,Male,Low,Average,21.7,293.0,2.8,6.1,3769,1153,68.0,1.6,4.5,Medium,0.20000000000000018
18,Male,Low,Healthy,32.9,239.0,2.2,8.7,3944,1902,79.0,1.6,3.7,Medium,1.2999999999999998
64,Female,Medium,Average,21.8,123.0,3.1,7.3,7856,1267,57.0,1.4,4.5,Low,0.20000000000000018
37,Female,Medium,Healthy,21.5,400.0,2.1,7.4,9798,1505,66.0,1.7,2.9,Medium,1.9000000000000004
36,Female,Medium,Healthy,27.2,601.0,3.3,9.7,8291,1586,76.0,2.3,3.3,Medium,0.5999999999999996
46,Female,Medium,Average,25.3,424.0,2.6,9.7,8161,1523,69.0,1.9,2.6,Medium,2.0
27,Female,High,Average,26.3,146.0,2.6,7.1,11729,1829,64.0,1.4,3.5,Low,1.2000000000000002
35,Female,Medium,Average,25.9,275.0,1.8,5.4,8335,1718,66.0,0.9,2.9,Medium,2.8
52,Female,High,Average,31.5,440.0,2.7,4.5,12560,2303,69.0,1.7,4.2,Medium,0.20000000000000018
60,Male,Low,Average,28.6,149.0,3.3,9.0,2273,1709,77.0,2.1,4.4,Medium,0.5
64,Other,Medium,Average,30.4,55.0,2.2,6.5,10553,2028,70.0,1.2,3.5,Low,0.7999999999999998
48,Male,Low,Average,22.9,370.0,3.3,4.2,6669,1314,70.0,1.5,3.7,Medium,2.0
44,Male,High,Average,26.7,260.0,1.9,10.4,14733,2048,57.0,1.7,4.8,Medium,0.1999999999999993
28,Male,Medium,Average,25.8,33.0,2.8,7.0,10869,1963,64.0,2.0,4.5,Low,1.0
66,Male,Low,Average,29.5,305.0,2.1,5.1,4344,1887,83.0,1.4,2.7,Medium,2.7
66,Other,Medium,Healthy,29.6,475.0,3.7,9.9,5226,1692,86.0,1.4,3.1,Medium,2.0999999999999996
55,Female,Low,Healthy,25.8,95.0,3.6,10.1,4450,1399,66.0,1.8,3.3,Medium,2.8
22,Female,High,Average,18.9,66.0,2.7,2.3,12981,1622,50.0,1.6,4.8,Low,1.9000000000000004
25,Female,Medium,Average,32.1,204.0,2.1,9.8,8951,1475,72.0,0.9,3.2,Medium,1.7999999999999998
51,Female,Medium,Average,27.2,302.0,1.3,7.4,11141,2124,65.0,1.5,3.7,Medium,2.2
65,Male,Medium,Unhealthy,22.6,188.0,2.8,9.4,6986,1655,67.0,1.0,3.0,Low,1.9000000000000004
69,Female,High,Average,26.6,370.0,2.7,6.8,15162,1880,56.0,2.4,4.8,Medium,1.0
29,Female,High,Unhealthy,19.0,239.0,3.2,7.9,16583,1547,50.0,1.8,4.2,Low,1.7999999999999998
55,Male,Medium,Average,29.2,351.0,1.3,6.2,10708,2303,75.0,1.1,3.9,Low,0.9000000000000004
18,Female,High,Healthy,19.1,91.0,2.6,9.5,16957,1426,50.0,1.6,3.2,Low,1.5
48,Male,Low,Unhealthy,24.1,15.0,2.8,5.3,2327,1245,74.0,2.4,4.7,Low,1.0
21,Male,High,Unhealthy,26.0,148.0,1.8,9.6,10651,2076,63.0,2.3,4.1,Low,0.5
66,Male,Medium,Average,29.2,0.0,2.6,7.4,9529,1626,63.0,1.7,4.8,Low,0.5
62,Male,High,Healthy,25.4,261.0,1.9,8.9,12846,1816,67.0,1.9,2.9,Medium,1.4000000000000004
67,Female,Medium,Healthy,27.5,0.0,1.8,4.5,6032,1568,68.0,2.2,5.4,Low,0.9000000000000004
22,Female,Low,Unhealthy,24.9,132.0,2.1,8.1,5782,1888,65.0,2.1,4.6,Low,0.5
47,Male,Medium,Healthy,24.9,157.0,2.3,8.3,7260,1426,62.0,2.2,4.7,Low,1.2000000000000002
41,Female,Low,Average,25.3,43.0,3.5,11.6,6445,1251,65.0,1.3,2.6,Medium,1.2999999999999998
20,Female,Medium,Average,24.2,154.0,2.2,8.7,7119,1543,69.0,2.1,4.4,Medium,1.0
28,Male,Medium,Healthy,18.3,200.0,1.8,5.5,6506,1066,61.0,1.8,4.1,Low,1.5
62,Male,Low,Average,21.9,390.0,3.2,5.4,3903,1370,68.0,2.3,4.7,Medium,1.2000000000000002
21,Other,High,Average,26.0,43.0,3.3,8.9,16274,2037,52.0,2.6,5.7,Low,1.1999999999999993
43,Female,High,Average,24.0,253.0,3.2,5.7,14878,1561,59.0,1.7,4.9,Low,0.7000000000000002
44,Other,High,Average,24.4,283.0,3.6,5.7,19675,2374,50.0,1.6,5.0,Low,1.0
63,Male,Medium,Unhealthy,23.7,196.0,2.7,4.9,8343,1396,69.0,1.6,3.7,Low,2.0999999999999996
60,Female,Medium,Average,21.5,125.0,2.6,7.3,7646,1280,59.0,2.3,4.6,Low,1.2000000000000002
44,Male,Medium,Average,23.0,29.0,1.9,7.5,11018,1706,59.0,1.5,2.5,Low,0.9000000000000004
59,Male,Low,Average,23.8,484.0,3.6,6.2,4892,1712,77.0,1.5,3.8,Medium,2.7
68,Female,High,Healthy,25.0,210.0,2.4,11.2,12759,1503,61.0,2.1,3.8,Medium,1.2999999999999998
67,Male,High,Unhealthy,26.6,152.0,2.3,8.4,14715,1826,59.0,2.2,4.2,Low,1.2999999999999998
23,Male,Medium,Average,24.3,518.0,2.2,11.4,8436,1743,70.0,1.6,2.8,Medium,2.8
32,Male,High,Average,20.9,233.0,3.0,7.3,13383,1465,55.0,1.7,3.4,Medium,0.7000000000000002
47,Male,Medium,Average,19.4,581.0,2.6,5.2,8364,1336,66.0,1.2,4.3,Medium,0.40000000000000036
59,Male,Medium,Healthy,27.1,181.0,2.4,6.3,6943,1696,70.0,1.7,3.7,Low,1.7000000000000002
54,Male,Medium,Average,26.4,180.0,3.6,9.1,6216,1665,66.0,1.0,3.4,Low,1.5
52,Female,Medium,Average,27.1,131.0,1.1,10.5,7918,1807,68.0,2.2,3.1,High,1.4000000000000004
40,Male,Medium,Average,23.2,208.0,2.9,5.0,7054,1337,68.0,1.5,3.8,Low,1.0999999999999996
23,Female,Medium,Unhealthy,26.0,138.0,3.4,4.3,5355,1803,71.0,1.2,5.0,Low,1.0
21,Male,Medium,Average,25.2,183.0,1.0,9.4,5405,1056,71.0,1.3,3.5,Low,0.9000000000000004
35,Male,Medium,Average,23.8,86.0,2.4,7.7,8816,1409,57.0,2.1,4.7,Medium,0.20000000000000018
26,Female,Medium,Average,26.0,416.0,3.3,7.8,8181,2116,73.0,2.3,4.8,Medium,0.5
66,Female,High,Unhealthy,29.2,33.0,1.9,8.7,14942,2063,54.0,1.3,4.6,Low,0.5999999999999996
46,Male,Low,Average,24.9,231.0,2.7,3.2,3552,1612,71.0,2.4,5.6,Low,0.3000000000000007
30,Female,Low,Average,24.9,21.0,1.8,8.1,1729,1352,69.0,1.3,3.5,Medium,1.0
64,Female,Low,Unhealthy,29.3,74.0,2.5,7.5,2688,1920,74.0,2.1,4.0,Medium,0.7999999999999998
69,Female,High,Healthy,28.8,90.0,3.5,8.2,13034,1922,62.0,2.2,4.7,Medium,0.20000000000000018
34,Female,Medium,Healthy,31.3,180.0,3.9,4.6,8872,1964,68.0,2.5,5.7,Low,0.09999999999999964
62,Female,High,Unhealthy,18.0,226.0,2.7,7.2,8754,1425,54.0,2.5,5.1,Medium,0.9000000000000004
49,Other,Medium,Unhealthy,28.6,33.0,1.5,5.8,3377,1871,79.0,1.0,3.2,Low,1.7000000000000002
65,Male,Medium,Average,27.4,137.0,2.3,9.6,10897,1436,69.0,2.1,4.2,Medium,1.5
39,Female,Medium,Average,21.5,51.0,1.0,6.8,9195,1546,61.0,2.1,5.2,Low,0.40000000000000036
21,Male,Low,Average,26.0,44.0,2.3,5.5,2685,1236,72.0,1.2,4.6,Low,1.5999999999999996
22,Male,Medium,Average,29.2,370.0,3.3,4.5,7530,1750,79.0,1.9,4.1,Low,2.4000000000000004
54,Male,Medium,Average,21.7,0.0,1.4,9.2,7157,1264,61.0,2.2,4.3,Medium,1.0999999999999996
58,Male,Low,Average,26.8,211.0,2.3,9.5,4434,1069,68.0,1.4,3.3,Medium,2.2
66,Female,Medium,Healthy,28.5,454.0,1.8,11.8,6985,1915,81.0,1.7,2.1,High,1.5999999999999996
30,Female,Low,Average,20.7,380.0,3.9,6.2,2277,863,70.0,1.7,4.5,Medium,1.9000000000000004
51,Female,Low,Average,24.4,263.0,2.8,4.5,4733,1395,70.0,2.4,5.5,Low,0.5999999999999996
62,Male,Medium,Average,26.2,197.0,3.2,6.7,11628,1753,63.0,1.8,5.0,Low,0.09999999999999964
39,Male,Medium,Average,21.8,310.0,2.7,5.3,9059,1293,64.0,2.4,5.6,Low,0.40000000000000036
40,Female,Low,Unhealthy,21.5,255.0,3.1,5.4,4112,1367,70.0,2.1,4.8,Low,0.7999999999999998
20,Female,Low,Average,28.2,179.0,2.5,9.7,2816,1379,79.0,1.8,3.3,Medium,0.2999999999999998
59,Female,Medium,Average,27.6,350.0,2.1,8.0,7184,1376,74.0,1.6,3.6,Low,1.2999999999999998
51,Female,Medium,Healthy,21.6,151.0,1.8,7.3,8784,1246,65.0,1.6,4.1,Low,0.9000000000000004
49,Female,High,Average,27.6,484.0,3.9,9.1,17561,2166,61.0,1.8,4.5,Medium,1.0
62,Female,High,Average,21.7,175.0,3.2,6.4,17695,1393,50.0,1.0,3.8,Low,1.4000000000000004
68,Male,Low,Average,18.6,0.0,0.7,10.6,4255,1435,62.0,2.1,3.1,Medium,2.0999999999999996
66,Female,Low,Unhealthy,23.5,211.0,2.3,14.0,4280,1315,77.0,1.4,2.4,Medium,1.2999999999999998
38,Male,Low,Average,29.5,314.0,2.8,5.4,4078,1464,78.0,1.7,4.3,Medium,1.5
63,Male,High,Healthy,27.6,444.0,3.8,10.0,15713,2127,58.0,1.5,3.5,Low,0.9000000000000004
61,Male,Medium,Average,25.0,50.0,1.6,10.0,8096,1490,63.0,2.3,5.0,Low,1.2000000000000002
61,Male,Low,Average,23.4,274.0,2.2,10.2,2709,1065,76.0,2.7,4.2,Low,0.2999999999999998
28,Male,Medium,Unhealthy,25.4,269.0,1.5,7.9,6231,1321,69.0,1.6,4.8,Medium,1.2000000000000002
56,Male,Low,Average,20.7,0.0,3.6,8.6,2963,1272,65.0,2.1,4.1,Medium,0.20000000000000018
21,Female,High,Healthy,23.6,150.0,1.7,7.2,14719,2008,51.0,2.3,4.7,Low,0.5999999999999996
68,Female,Medium,Healthy,24.1,157.0,3.3,7.4,7387,1539,60.0,1.4,4.1,Low,0.0
18,Female,Medium,Average,19.6,323.0,1.2,8.6,13164,1552,54.0,1.2,2.5,Medium,2.7
45,Female,Medium,Healthy,21.6,137.0,2.1,8.1,8775,1264,57.0,1.6,4.3,Low,0.5999999999999996
41,Male,Low,Average,26.6,134.0,3.0,4.4,6356,1481,69.0,1.7,5.0,Medium,1.0
52,Male,Medium,Average,25.0,217.0,3.1,8.3,10969,1557,58.0,2.2,4.7,Medium,0.7999999999999998
30,Female,Medium,Average,23.8,0.0,2.8,6.4,8849,1803,65.0,2.0,4.1,Low,0.7999999999999998
51,Male,Medium,Average,31.3,340.0,2.3,9.4,6202,1917,78.0,1.2,3.3,Medium,1.9000000000000004
28,Male,High,Healthy,21.6,94.0,3.6,4.7,12194,1969,54.0,1.0,2.2,Low,2.4000000000000004
53,Female,Low,Average,26.0,32.0,2.8,6.3,5260,1634,72.0,1.6,5.2,Low,0.1999999999999993
68,Male,Medium,Average,23.0,43.0,3.1,4.3,8539,1728,61.0,0.9,4.1,Low,2.0999999999999996
34,Female,Medium,Average,25.1,288.0,2.8,6.0,6715,1479,69.0,2.0,4.1,Low,2.0
52,Male,Medium,Average,26.8,48.0,2.9,13.0,7585,1611,68.0,2.2,3.8,Medium,1.0999999999999996
35,Female,Low,Average,19.5,162.0,1.7,5.1,4494,1123,64.0,2.0,5.8,Low,0.5
57,Male,Medium,Average,25.0,0.0,1.7,6.6,8049,1384,62.0,2.5,3.9,Low,0.09999999999999964
39,Male,Low,Healthy,29.8,281.0,2.1,10.5,3642,1547,86.0,2.3,4.2,Medium,1.2999999999999998
41,Male,Low,Unhealthy,32.0,286.0,2.9,8.1,3917,1822,84.0,2.0,4.0,Low,0.40000000000000036
36,Female,Medium,Average,24.5,172.0,2.0,6.7,3168,1231,72.0,2.1,5.3,Low,0.40000000000000036
54,Male,Medium,Average,25.2,229.0,2.3,5.3,8036,1692,64.0,1.8,3.8,Medium,2.3
56,Female,High,Average,33.8,319.0,2.4,8.7,10825,1974,77.0,1.8,4.2,Medium,0.9000000000000004
38,Female,Medium,Unhealthy,29.5,225.0,3.6,6.2,8726,1666,74.0,1.0,2.8,High,1.5999999999999996
25,Female,Medium,Average,22.5,317.0,3.0,12.4,8267,1458,69.0,1.6,4.0,Medium,0.5
45,Male,Medium,Average,22.5,24.0,1.3,6.3,9496,1096,65.0,2.0,3.7,Low,1.2000000000000002
22,Male,Medium,Average,28.8,256.0,2.6,11.2,9516,2036,67.0,2.0,3.6,High,1.0
34,Male,Low,Average,21.0,229.0,2.3,9.2,6579,1454,58.0,1.9,3.9,Medium,2.5999999999999996
54,Female,Low,Healthy,29.4,380.0,2.3,9.2,1025,1674,89.0,1.8,3.9,Medium,1.7999999999999998
53,Female,Low,Average,26.3,204.0,2.5,6.6,3810,1616,71.0,1.2,3.8,Medium,1.0
36,Female,Medium,Average,27.1,185.0,3.4,5.9,3919,1488,71.0,2.0,3.3,Low,2.2
51,Male,High,Healthy,22.5,423.0,2.7,9.6,13498,1742,61.0,2.0,3.8,Medium,0.9000000000000004
28,Male,High,Average,30.8,0.0,2.7,8.3,12587,1753,61.0,1.7,4.4,Medium,0.40000000000000036
62,Female,High,Average,24.0,276.0,2.3,2.3,14801,1832,54.0,1.7,5.2,Low,0.5
64,Male,Medium,Average,23.4,196.0,2.0,3.8,5894,1330,68.0,1.9,4.7,Low,0.7000000000000002
29,Male,Low,Average,24.7,172.0,1.9,6.7,6771,1875,66.0,1.1,3.9,Medium,0.7000000000000002
38,Female,Medium,Average,25.8,150.0,2.2,8.3,7511,1552,68.0,1.2,4.1,Low,2.0999999999999996
